"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-3(sam)-dong",11040680,"mortality","All causes","male","per 100k population",26
2020,"Seoul",11,"Seongdong-gu",11040,"Seongsu 2(i)-ga-3(sam)-dong",11040680,"mortality","All causes","female","per 100k population",17
2020,"Seoul",11,"Seongdong-gu",11040,"Songjeong-dong",11040690,"mortality","All causes","total","per 100k population",55
2020,"Seoul",11,"Seongdong-gu",11040,"Songjeong-dong",11040690,"mortality","All causes","male","per 100k population",35
2020,"Seoul",11,"Seongdong-gu",11040,"Songjeong-dong",11040690,"mortality","All causes","female","per 100k population",20
2020,"Seoul",11,"Seongdong-gu",11040,"Yongdap-dong",11040700,"mortality","All causes","total","per 100k population",84
2020,"Seoul",11,"Seongdong-gu",11040,"Yongdap-dong",11040700,"mortality","All causes","male","per 100k population",52
2020,"Seoul",11,"Seongdong-gu",11040,"Yongdap-dong",11040700,"mortality","All causes","female","per 100k population",32
2020,"Seoul",11,"Seongdong-gu",11040,"WangsimniDoseon-dong",11040710,"mortality","All causes","total","per 100k population",124
2020,"Seoul",11,"Seongdong-gu",11040,"WangsimniDoseon-dong",11040710,"mortality","All causes","male","per 100k population",69
2020,"Seoul",11,"Seongdong-gu",11040,"WangsimniDoseon-dong",11040710,"mortality","All causes","female","per 100k population",55
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 2.3(isam)-ga-dong",11040720,"mortality","All causes","total","per 100k population",109
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 2.3(isam)-ga-dong",11040720,"mortality","All causes","male","per 100k population",56
2020,"Seoul",11,"Seongdong-gu",11040,"Geumho 2.3(isam)-ga-dong",11040720,"mortality","All causes","female","per 100k population",53
2020,"Seoul",11,"Seongdong-gu",11040,"Oksu-dong",11040730,"mortality","All causes","total","per 100k population",120
2020,"Seoul",11,"Seongdong-gu",11040,"Oksu-dong",11040730,"mortality","All causes","male","per 100k population",53
2020,"Seoul",11,"Seongdong-gu",11040,"Oksu-dong",11040730,"mortality","All causes","female","per 100k population",67
2020,"Seoul",11,"Gwangjin-gu",11050,"Hwayang-dong",11050530,"mortality","All causes","total","per 100k population",71
2020,"Seoul",11,"Gwangjin-gu",11050,"Hwayang-dong",11050530,"mortality","All causes","male","per 100k population",44
2020,"Seoul",11,"Gwangjin-gu",11050,"Hwayang-dong",11050530,"mortality","All causes","female","per 100k population",27
2020,"Seoul",11,"Gwangjin-gu",11050,"Gunja-dong",11050540,"mortality","All causes","total","per 100k population",99
2020,"Seoul",11,"Gwangjin-gu",11050,"Gunja-dong",11050540,"mortality","All causes","male","per 100k population",58
2020,"Seoul",11,"Gwangjin-gu",11050,"Gunja-dong",11050540,"mortality","All causes","female","per 100k population",41
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 1(il)-dong",11050550,"mortality","All causes","total","per 100k population",70
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 1(il)-dong",11050550,"mortality","All causes","male","per 100k population",47
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 1(il)-dong",11050550,"mortality","All causes","female","per 100k population",23
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 2(i)-dong",11050560,"mortality","All causes","total","per 100k population",103
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 2(i)-dong",11050560,"mortality","All causes","male","per 100k population",57
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 2(i)-dong",11050560,"mortality","All causes","female","per 100k population",46
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 3(sam)-dong",11050570,"mortality","All causes","total","per 100k population",93
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 3(sam)-dong",11050570,"mortality","All causes","male","per 100k population",51
