"sggcd","year","type","class1","class2","unit","value"
"11050",2010,"population","fertility","30-34","births per 1000",96
"11050",2015,"population","fertility","30-34","births per 1000",91.2
"11050",2020,"population","fertility","30-34","births per 1000",47.9
"11060",2010,"population","fertility","30-34","births per 1000",95.9
"11060",2015,"population","fertility","30-34","births per 1000",97
"11060",2020,"population","fertility","30-34","births per 1000",63.3
"11070",2010,"population","fertility","30-34","births per 1000",97.7
"11070",2015,"population","fertility","30-34","births per 1000",103.4
"11070",2020,"population","fertility","30-34","births per 1000",58.6
"11080",2010,"population","fertility","30-34","births per 1000",105.6
"11080",2015,"population","fertility","30-34","births per 1000",101.1
"11080",2020,"population","fertility","30-34","births per 1000",66.8
"11090",2010,"population","fertility","30-34","births per 1000",91.9
"11090",2015,"population","fertility","30-34","births per 1000",86
"11090",2020,"population","fertility","30-34","births per 1000",50.7
"11100",2010,"population","fertility","30-34","births per 1000",109.1
"11100",2015,"population","fertility","30-34","births per 1000",102.7
"11100",2020,"population","fertility","30-34","births per 1000",56.5
"11110",2010,"population","fertility","30-34","births per 1000",115.6
"11110",2015,"population","fertility","30-34","births per 1000",113.4
"11110",2020,"population","fertility","30-34","births per 1000",70.6
"11120",2010,"population","fertility","30-34","births per 1000",98.4
"11120",2015,"population","fertility","30-34","births per 1000",95
"11120",2020,"population","fertility","30-34","births per 1000",57.5
"11130",2010,"population","fertility","30-34","births per 1000",98.6
"11130",2015,"population","fertility","30-34","births per 1000",88.8
"11130",2020,"population","fertility","30-34","births per 1000",64.8
"11140",2010,"population","fertility","30-34","births per 1000",97.3
"11140",2015,"population","fertility","30-34","births per 1000",96.6
"11140",2020,"population","fertility","30-34","births per 1000",55.9
"11150",2010,"population","fertility","30-34","births per 1000",105.1
"11150",2015,"population","fertility","30-34","births per 1000",106.6
"11150",2020,"population","fertility","30-34","births per 1000",62.7
"11160",2010,"population","fertility","30-34","births per 1000",107.7
"11160",2015,"population","fertility","30-34","births per 1000",110.6
"11160",2020,"population","fertility","30-34","births per 1000",63
"11170",2010,"population","fertility","30-34","births per 1000",120.9
"11170",2015,"population","fertility","30-34","births per 1000",117.6
"11170",2020,"population","fertility","30-34","births per 1000",69.9
"11180",2010,"population","fertility","30-34","births per 1000",97.1
"11180",2015,"population","fertility","30-34","births per 1000",104.1
"11180",2020,"population","fertility","30-34","births per 1000",60
"11190",2010,"population","fertility","30-34","births per 1000",114.1
"11190",2015,"population","fertility","30-34","births per 1000",110.7
"11190",2020,"population","fertility","30-34","births per 1000",65.1
"11200",2010,"population","fertility","30-34","births per 1000",102.3
"11200",2015,"population","fertility","30-34","births per 1000",102.2
"11200",2020,"population","fertility","30-34","births per 1000",62.9
"11210",2010,"population","fertility","30-34","births per 1000",87.2
"11210",2015,"population","fertility","30-34","births per 1000",83.1
"11210",2020,"population","fertility","30-34","births per 1000",38.7
"11220",2010,"population","fertility","30-34","births per 1000",110.9
"11220",2015,"population","fertility","30-34","births per 1000",106.4
"11220",2020,"population","fertility","30-34","births per 1000",60.3
"11230",2010,"population","fertility","30-34","births per 1000",90.9
"11230",2015,"population","fertility","30-34","births per 1000",84.6
"11230",2020,"population","fertility","30-34","births per 1000",49.6
"11240",2010,"population","fertility","30-34","births per 1000",111.7
"11240",2015,"population","fertility","30-34","births per 1000",103.6
"11240",2020,"population","fertility","30-34","births per 1000",65.9
"11250",2010,"population","fertility","30-34","births per 1000",112.3
"11250",2015,"population","fertility","30-34","births per 1000",104.3
"11250",2020,"population","fertility","30-34","births per 1000",71
"21010",2010,"population","fertility","30-34","births per 1000",104.7
"21010",2015,"population","fertility","30-34","births per 1000",84.9
"21010",2020,"population","fertility","30-34","births per 1000",36.9
"21020",2010,"population","fertility","30-34","births per 1000",75.5
"21020",2015,"population","fertility","30-34","births per 1000",82.2
"21020",2020,"population","fertility","30-34","births per 1000",68
"21030",2010,"population","fertility","30-34","births per 1000",82.7
"21030",2015,"population","fertility","30-34","births per 1000",74.4
"21030",2020,"population","fertility","30-34","births per 1000",74.5
"21040",2010,"population","fertility","30-34","births per 1000",83.7
"21040",2015,"population","fertility","30-34","births per 1000",83.1
"21040",2020,"population","fertility","30-34","births per 1000",48.9
"21050",2010,"population","fertility","30-34","births per 1000",103
"21050",2015,"population","fertility","30-34","births per 1000",107
"21050",2020,"population","fertility","30-34","births per 1000",61.1
"21060",2010,"population","fertility","30-34","births per 1000",103.8
"21060",2015,"population","fertility","30-34","births per 1000",102.5
"21060",2020,"population","fertility","30-34","births per 1000",80.3
"21070",2010,"population","fertility","30-34","births per 1000",109
"21070",2015,"population","fertility","30-34","births per 1000",98.8
"21070",2020,"population","fertility","30-34","births per 1000",68.2
"21080",2010,"population","fertility","30-34","births per 1000",113.5
"21080",2015,"population","fertility","30-34","births per 1000",123.1
"21080",2020,"population","fertility","30-34","births per 1000",73.9
"21090",2010,"population","fertility","30-34","births per 1000",102.6
"21090",2015,"population","fertility","30-34","births per 1000",104.9
"21090",2020,"population","fertility","30-34","births per 1000",69.7
"21100",2010,"population","fertility","30-34","births per 1000",108.1
"21100",2015,"population","fertility","30-34","births per 1000",114
"21100",2020,"population","fertility","30-34","births per 1000",74.1
"21110",2010,"population","fertility","30-34","births per 1000",97.4
"21110",2015,"population","fertility","30-34","births per 1000",98.9
"21110",2020,"population","fertility","30-34","births per 1000",60.5
"21120",2010,"population","fertility","30-34","births per 1000",138.4
"21120",2015,"population","fertility","30-34","births per 1000",176.1
"21120",2020,"population","fertility","30-34","births per 1000",120
"21130",2010,"population","fertility","30-34","births per 1000",105.9
"21130",2015,"population","fertility","30-34","births per 1000",107
"21130",2020,"population","fertility","30-34","births per 1000",77.2
"21140",2010,"population","fertility","30-34","births per 1000",95.9
"21140",2015,"population","fertility","30-34","births per 1000",101.3
"21140",2020,"population","fertility","30-34","births per 1000",59.7
"21150",2010,"population","fertility","30-34","births per 1000",111.6
"21150",2015,"population","fertility","30-34","births per 1000",115.2
"21150",2020,"population","fertility","30-34","births per 1000",63
"21310",2010,"population","fertility","30-34","births per 1000",142.1
"21310",2015,"population","fertility","30-34","births per 1000",150.9
"21310",2020,"population","fertility","30-34","births per 1000",96.6
"22010",2010,"population","fertility","30-34","births per 1000",77.2
"22010",2015,"population","fertility","30-34","births per 1000",108.3
"22010",2020,"population","fertility","30-34","births per 1000",78.2
"22020",2010,"population","fertility","30-34","births per 1000",113.9
"22020",2015,"population","fertility","30-34","births per 1000",125
"22020",2020,"population","fertility","30-34","births per 1000",80.8
"22030",2010,"population","fertility","30-34","births per 1000",80.2
"22030",2015,"population","fertility","30-34","births per 1000",94
"22030",2020,"population","fertility","30-34","births per 1000",42
"22040",2010,"population","fertility","30-34","births per 1000",72.8
"22040",2015,"population","fertility","30-34","births per 1000",86
"22040",2020,"population","fertility","30-34","births per 1000",53.8
"22050",2010,"population","fertility","30-34","births per 1000",118.7
"22050",2015,"population","fertility","30-34","births per 1000",135.5
"22050",2020,"population","fertility","30-34","births per 1000",85.4
"22060",2010,"population","fertility","30-34","births per 1000",100.3
"22060",2015,"population","fertility","30-34","births per 1000",105.2
"22060",2020,"population","fertility","30-34","births per 1000",62.5
"22070",2010,"population","fertility","30-34","births per 1000",121.7
"22070",2015,"population","fertility","30-34","births per 1000",127.4
"22070",2020,"population","fertility","30-34","births per 1000",75
"22310",2010,"population","fertility","30-34","births per 1000",135.9
"22310",2015,"population","fertility","30-34","births per 1000",143.3
"22310",2020,"population","fertility","30-34","births per 1000",122.5
"23010",2010,"population","fertility","30-34","births per 1000",112.2
"23010",2015,"population","fertility","30-34","births per 1000",121.6
"23010",2020,"population","fertility","30-34","births per 1000",70
"23020",2010,"population","fertility","30-34","births per 1000",106.4
"23020",2015,"population","fertility","30-34","births per 1000",122.2
"23020",2020,"population","fertility","30-34","births per 1000",63.9
"23030",2010,"population","fertility","30-34","births per 1000",103.4
"23030",2015,"population","fertility","30-34","births per 1000",96.1
"23030",2020,"population","fertility","30-34","births per 1000",NA
"23040",2010,"population","fertility","30-34","births per 1000",114.4
"23040",2015,"population","fertility","30-34","births per 1000",123.3
"23040",2020,"population","fertility","30-34","births per 1000",97.6
"23050",2010,"population","fertility","30-34","births per 1000",107.7
"23050",2015,"population","fertility","30-34","births per 1000",113.7
"23050",2020,"population","fertility","30-34","births per 1000",74.5
